trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 0.999}",20,0,-137.6172258160036,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
2,False,"{'a': 0.75, 'e': 0.998}",25,0,-154.64892999296603,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
3,False,"{'a': 0.75, 'e': 0.997}",20,0,-66.37904213035617,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
4,False,"{'a': 0.75, 'e': 0.996}",25,0,-136.25374208925302,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
5,False,"{'a': 0.75, 'e': 0.995}",25,0,-151.4640260718596,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
6,False,"{'a': 0.75, 'e': 0.994}",20,6,-21.842989985831274,"{0: 10, 1: 3, 2: 0, 3: 1, 4: 0}",1
7,False,"{'a': 0.75, 'e': 0.993}",20,0,-32.49961766539097,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
8,False,"{'a': 0.75, 'e': 0.992}",20,0,-23.73305652288733,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
9,False,"{'a': 0.75, 'e': 0.991}",35,0,-160.29452508556184,"{0: 20, 1: 2, 2: 11, 3: 1, 4: 1}",0
10,False,"{'a': 0.75, 'e': 0.99}",30,0,-168.35762512034444,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
11,False,"{'a': 0.75, 'e': 0.989}",20,5,-116.14604598534174,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 2}",1
12,False,"{'a': 0.75, 'e': 0.988}",20,0,-140.74854183832474,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
13,False,"{'a': 0.75, 'e': 0.987}",20,0,-99.42571606634623,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
14,False,"{'a': 0.75, 'e': 0.986}",30,0,-224.84334206021484,"{0: 19, 1: 0, 2: 6, 3: 1, 4: 4}",0
15,False,"{'a': 0.75, 'e': 0.985}",20,0,-186.21521329753182,"{0: 8, 1: 3, 2: 4, 3: 3, 4: 2}",0
16,False,"{'a': 0.75, 'e': 0.984}",25,0,-189.99008451485204,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 4}",0
17,False,"{'a': 0.75, 'e': 0.983}",30,0,-114.44792225036348,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
18,False,"{'a': 0.75, 'e': 0.982}",20,0,-99.61152357683788,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
19,False,"{'a': 0.75, 'e': 0.981}",20,0,-130.4383518387738,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
20,False,"{'a': 0.75, 'e': 0.98}",20,0,-58.883578280407264,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
21,False,"{'a': 0.75, 'e': 0.979}",25,0,-186.45618889497962,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
22,False,"{'a': 0.75, 'e': 0.978}",25,0,-213.42105719980916,"{0: 14, 1: 1, 2: 4, 3: 3, 4: 3}",0
23,False,"{'a': 0.75, 'e': 0.977}",25,0,-107.17778281874331,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
24,False,"{'a': 0.75, 'e': 0.976}",20,0,-129.80880728969217,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
25,False,"{'a': 0.75, 'e': 0.975}",20,0,-108.48242448080771,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
26,False,"{'a': 0.75, 'e': 0.974}",20,0,-103.73788777618905,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
27,False,"{'a': 0.75, 'e': 0.973}",30,0,-114.8893425533568,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
28,False,"{'a': 0.75, 'e': 0.972}",25,0,-181.54127973923357,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
29,False,"{'a': 0.75, 'e': 0.971}",30,0,-148.02558333976435,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
30,False,"{'a': 0.75, 'e': 0.97}",20,0,-129.83199841130548,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
31,False,"{'a': 0.75, 'e': 0.969}",25,0,-135.35771762653926,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
32,False,"{'a': 0.75, 'e': 0.968}",30,0,-320.0325310504071,"{0: 13, 1: 3, 2: 6, 3: 3, 4: 5}",0
33,False,"{'a': 0.75, 'e': 0.967}",30,0,-184.44268474206297,"{0: 14, 1: 3, 2: 10, 3: 2, 4: 1}",0
34,False,"{'a': 0.75, 'e': 0.966}",25,3,-163.352874178526,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 3}",1
35,False,"{'a': 0.75, 'e': 0.965}",25,0,-60.93568540956506,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
36,False,"{'a': 0.75, 'e': 0.964}",20,0,-99.40674531892486,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
37,False,"{'a': 0.75, 'e': 0.963}",25,0,-195.98052016087976,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
38,False,"{'a': 0.75, 'e': 0.962}",20,0,-40.72867955200765,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
39,False,"{'a': 0.75, 'e': 0.961}",20,0,-163.56229954961233,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
40,False,"{'a': 0.75, 'e': 0.96}",25,0,-110.55122074724879,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
41,False,"{'a': 0.75, 'e': 0.959}",20,0,-132.3644726048317,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
42,False,"{'a': 0.75, 'e': 0.958}",20,0,-152.004981480568,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
43,False,"{'a': 0.75, 'e': 0.957}",20,0,-120.65003049055078,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
44,False,"{'a': 0.75, 'e': 0.956}",20,6,-19.241250013315597,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
45,False,"{'a': 0.75, 'e': 0.955}",25,1,-217.59482676552287,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 4}",1
46,False,"{'a': 0.75, 'e': 0.954}",20,0,-48.05023963718586,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
47,False,"{'a': 0.75, 'e': 0.953}",30,0,-238.20079685310458,"{0: 18, 1: 3, 2: 2, 3: 3, 4: 4}",0
48,False,"{'a': 0.75, 'e': 0.952}",20,7,-80.43445947442692,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 1}",1
49,False,"{'a': 0.75, 'e': 0.951}",20,0,-46.28341621217515,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
50,False,"{'a': 0.75, 'e': 0.95}",30,0,-146.52971699875354,"{0: 17, 1: 5, 2: 6, 3: 0, 4: 2}",0
51,False,"{'a': 0.75, 'e': 0.949}",30,0,-222.5199711025056,"{0: 15, 1: 3, 2: 6, 3: 4, 4: 2}",0
52,False,"{'a': 0.75, 'e': 0.948}",30,0,-336.78225938863704,"{0: 13, 1: 2, 2: 6, 3: 4, 4: 5}",0
53,False,"{'a': 0.75, 'e': 0.947}",30,0,-108.52431492265771,"{0: 22, 1: 0, 2: 5, 3: 2, 4: 1}",0
54,False,"{'a': 0.75, 'e': 0.946}",25,0,-27.672192298898107,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
55,False,"{'a': 0.75, 'e': 0.945}",20,0,-79.54414297405361,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
56,False,"{'a': 0.75, 'e': 0.944}",25,0,-113.529872237691,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
57,False,"{'a': 0.75, 'e': 0.943}",25,0,-127.68492235915731,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
58,False,"{'a': 0.75, 'e': 0.942}",20,0,-175.2932049957483,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 3}",0
59,False,"{'a': 0.75, 'e': 0.941}",35,0,-62.230245677550315,"{0: 27, 1: 0, 2: 6, 3: 2, 4: 0}",0
60,False,"{'a': 0.75, 'e': 0.94}",20,0,-81.10803758524294,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
61,False,"{'a': 0.75, 'e': 0.939}",35,0,-173.86334523834896,"{0: 22, 1: 2, 2: 7, 3: 2, 4: 2}",0
62,False,"{'a': 0.75, 'e': 0.938}",25,0,-85.80504285141136,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
63,False,"{'a': 0.75, 'e': 0.9369999999999999}",25,0,-119.9273512958745,"{0: 12, 1: 3, 2: 8, 3: 2, 4: 0}",0
64,False,"{'a': 0.75, 'e': 0.9359999999999999}",25,0,-15.376052585787237,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
65,False,"{'a': 0.75, 'e': 0.9349999999999999}",20,0,-65.40177604827974,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",1
66,False,"{'a': 0.75, 'e': 0.9339999999999999}",25,0,-235.93730969272514,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 4}",0
67,False,"{'a': 0.75, 'e': 0.9329999999999999}",20,0,-112.75087653636466,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
68,False,"{'a': 0.75, 'e': 0.9319999999999999}",20,0,-232.03032961479315,"{0: 8, 1: 2, 2: 5, 3: 1, 4: 4}",0
69,False,"{'a': 0.75, 'e': 0.9309999999999999}",30,0,-180.25109378353625,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
70,False,"{'a': 0.75, 'e': 0.9299999999999999}",25,12,-169.97036891618748,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 4}",1
71,False,"{'a': 0.75, 'e': 0.9289999999999999}",20,0,-91.35039710906406,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
72,False,"{'a': 0.75, 'e': 0.9279999999999999}",20,0,-157.2084320471575,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
73,False,"{'a': 0.75, 'e': 0.9269999999999999}",20,0,-115.01747337387536,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
74,False,"{'a': 0.75, 'e': 0.9259999999999999}",20,0,-60.21493173233465,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
75,False,"{'a': 0.75, 'e': 0.9249999999999999}",20,2,-86.71526583614782,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 1}",1
76,False,"{'a': 0.75, 'e': 0.9239999999999999}",20,0,-47.03982351655071,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
77,False,"{'a': 0.75, 'e': 0.9229999999999999}",30,0,-139.20155477011417,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
78,False,"{'a': 0.75, 'e': 0.9219999999999999}",25,0,-143.058575944654,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
79,False,"{'a': 0.75, 'e': 0.9209999999999999}",20,0,-8.237205269084841,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
80,False,"{'a': 0.75, 'e': 0.9199999999999999}",30,0,-198.75965325321602,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 4}",0
81,False,"{'a': 0.75, 'e': 0.9189999999999999}",20,0,-71.78544386206123,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
82,False,"{'a': 0.75, 'e': 0.9179999999999999}",20,7,-134.40839150944856,"{0: 5, 1: 2, 2: 3, 3: 1, 4: 2}",1
83,False,"{'a': 0.75, 'e': 0.9169999999999999}",20,0,-75.86031228714896,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
84,False,"{'a': 0.75, 'e': 0.9159999999999999}",25,0,-148.3052059102728,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
85,False,"{'a': 0.75, 'e': 0.9149999999999999}",30,0,-202.45282952579808,"{0: 17, 1: 5, 2: 4, 3: 0, 4: 4}",0
86,False,"{'a': 0.75, 'e': 0.9139999999999999}",20,1,-47.94348802674756,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 0}",1
87,False,"{'a': 0.75, 'e': 0.9129999999999999}",20,10,-16.203954428766913,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
88,False,"{'a': 0.75, 'e': 0.9119999999999999}",25,0,-155.85038833422513,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
89,False,"{'a': 0.75, 'e': 0.9109999999999999}",25,0,-59.59493173171804,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
90,False,"{'a': 0.75, 'e': 0.9099999999999999}",25,0,-170.78462656554967,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
91,False,"{'a': 0.75, 'e': 0.9089999999999999}",35,15,-143.05335496465105,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",1
92,False,"{'a': 0.75, 'e': 0.9079999999999999}",30,0,-196.92705898872123,"{0: 16, 1: 4, 2: 7, 3: 0, 4: 3}",0
93,False,"{'a': 0.75, 'e': 0.9069999999999999}",20,0,-43.88863399625469,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
94,False,"{'a': 0.75, 'e': 0.9059999999999999}",30,0,-224.45884247463738,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 5}",0
95,False,"{'a': 0.75, 'e': 0.9049999999999999}",30,0,-252.14014792817562,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 5}",0
96,False,"{'a': 0.75, 'e': 0.9039999999999999}",20,0,-100.90773216459384,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
97,False,"{'a': 0.75, 'e': 0.9029999999999999}",20,0,-100.7066617744596,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
98,False,"{'a': 0.75, 'e': 0.9019999999999999}",25,0,-188.07850444691644,"{0: 14, 1: 5, 2: 2, 3: 0, 4: 4}",0
99,False,"{'a': 0.75, 'e': 0.9009999999999999}",20,0,-89.30042126143036,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
100,False,"{'a': 0.75, 'e': 0.8999999999999999}",30,0,-73.7993793269898,"{0: 19, 1: 3, 2: 7, 3: 1, 4: 0}",0
101,False,"{'a': 0.75, 'e': 0.8989999999999999}",20,0,-97.50727651540753,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
102,False,"{'a': 0.75, 'e': 0.8979999999999999}",25,0,-107.7164395944319,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
103,False,"{'a': 0.75, 'e': 0.8969999999999999}",25,0,-103.33830418468939,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
104,False,"{'a': 0.75, 'e': 0.8959999999999999}",20,0,-52.14595040558343,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
105,False,"{'a': 0.75, 'e': 0.8949999999999999}",25,7,-6.553620894975664,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
106,False,"{'a': 0.75, 'e': 0.8939999999999999}",20,10,-59.80083893647129,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
107,False,"{'a': 0.75, 'e': 0.8929999999999999}",20,0,-77.2134282418576,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
108,False,"{'a': 0.75, 'e': 0.8919999999999999}",20,0,-94.68516014685086,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
109,False,"{'a': 0.75, 'e': 0.8909999999999999}",25,0,-178.81496915642936,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
110,False,"{'a': 0.75, 'e': 0.8899999999999999}",20,11,-29.57854701476104,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
